P63_E135_merged.bed	5000	1.0	0.3365229818479921	0.3270524672957902	1.0	1.0	0.24630706646821	1.0	1.0	1.0	0.159943931347726	0.1559744030292175	1.0	1.0	0.08126048081039217
P63_E135_merged.bed	25000	1.0	0.8000939825515437	0.7886606779393129	0.17160370559268823	0.750296681493636	0.097248011199778	0.097248011199778	0.6032602306089463	1.0	0.0298654189780172	0.4859399146020529	0.43613072344941073	0.04653494407417935	0.04213561240678443
P63_E135_merged.bed	50000	0.9633992393407079	0.8351016604112684	0.6021633893642623	0.32346133261748633	0.29836394407773636	0.17925267202651085	0.3808339853371776	0.27946798975625575	0.1910668073593208	0.002143129959671697	0.7411660184784556	0.31706085024104236	0.15356877969379534	0.1406712970984847
P63_E135_merged.bed	100000	0.9902764465977084	0.8890404622997876	0.41968109353363725	0.2111416680656365	0.18254234187704688	0.27543512997131314	0.6496846601014612	0.15728569615936572	0.17879977386540702	0.01651509202268009	0.12024498698861896	0.39922650600979726	0.4107373431581667	0.1409621880610059
P63_E135_merged.bed	150000	0.847018474497284	0.963796979233325	0.6928257628792247	0.3264494399241217	0.178052852076384	0.10538149685957365	0.7863183805372165	0.037670307364593314	0.06726343899804199	0.03970257012488898	0.034229324220600765	0.4304198085875742	0.0120588225696181	0.037006850823249615
P63_E135_merged.bed	200000	0.566315535622336	0.8657038419940828	0.8374499743647537	0.03565684731728991	0.048391879394966475	0.0316672702244748	0.7402584351219637	0.14416867838694924	0.19759898355732375	0.12929789334111708	0.11444769788953191	0.4301032407113269	0.0023961314710363446	0.029159818758856315
P63_E145_merged.bed	5000	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
P63_E145_merged.bed	25000	1.0	1.0	0.021742869999258674	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2254362491772084	1.0	1.0	1.0
P63_E145_merged.bed	50000	0.3594059978214663	0.354237763263449	0.03251004687231285	0.6756317227154439	1.0	1.0	1.0	0.5138644071183518	0.4464048768902563	1.0	0.4049749841131002	1.0	0.029722284927685805	1.0
P63_E145_merged.bed	100000	0.24451847978939845	0.7155411479274126	0.21991776018266662	0.8965059397270174	1.0	0.5154376473339797	0.24598129503591037	0.42098598819898925	0.6961729487607198	0.2861136918166174	0.2754352045203946	1.0	0.10150664629846928	1.0
P63_E145_merged.bed	150000	0.5312607340541948	0.7316313394432384	0.29773772655835695	0.6611293488111112	0.8408723348718183	0.11696894629497134	0.4834400992335476	0.06389923552854682	0.8368941378635755	0.4792945688735726	0.46495545545103356	1.0	0.04655049105855946	1.0
P63_E145_merged.bed	200000	0.5396918422618364	0.529427553708745	0.4980506305071033	0.13916787909151096	0.9244670543437208	0.23630911641546448	0.651391210326606	0.05631062832744049	0.6697630168167479	0.613918157618708	0.32018053748262576	1.0	0.08426098616303024	1.0
P63_common.bed	5000	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
P63_common.bed	25000	1.0	0.42231637569644154	1.0	1.0	1.0	1.0	1.0	0.2702870742437854	0.22766282927748638	1.0	0.2029237403342945	1.0	0.11277597994009636	1.0
P63_common.bed	50000	0.31146346772124023	0.6750835838412881	1.0	1.0	0.24979505258666235	1.0	0.1794054612876994	0.13455172075709976	0.41095354816854235	1.0	0.37164886624691706	1.0	0.217407412101416	1.0
P63_common.bed	100000	0.07395644050519423	0.6532714378688537	0.8857935529358916	1.0	0.1240809539074258	1.0	0.45370685288136137	0.3648016844145068	0.6528607814774674	1.0	0.23303917772456317	1.0	0.3874142390002635	1.0
P63_common.bed	150000	0.0493391012575668	0.6450738679997623	0.9611921080252209	0.9510347616590104	0.15476582365193892	1.0	0.3980819974484363	0.5696280333696606	0.7949204481301319	0.7606091598855554	0.3979959785066436	1.0	0.5199440885985436	1.0
P63_common.bed	200000	0.14636953887465398	0.8122492167427147	0.9252805486335693	0.7498071220253298	0.07799290740438714	0.8050965106889498	0.5771652888162269	0.716588050273695	0.875966076689698	0.8479279803595877	0.538915892999311	0.7935653320008785	0.6196866272125379	1.0
